asin,usable_unique_user_reviews,exported_reviews,first_timestamp,last_timestamp,first_source_line,last_source_line,rating_1,rating_2,rating_3,rating_4,rating_5
B01250JDKK,825,300,1412011500000,1500070995422,50090873,13729544,15,9,10,29,237
B01251EKJS,440,300,1418488691000,1568326517060,38159321,29049582,56,30,37,34,143
B01252MLKC,465,300,1265474888000,1506166691918,53447974,29841774,16,14,33,58,179
B01252VVNU,308,300,1375247201000,1585268324441,12427591,23531156,3,2,11,50,234
B01253BT2C,359,300,1108854548000,1474843128000,12163831,28355765,6,5,23,51,215
B01253FN9C,377,300,957300713000,1576877744558,41311181,38329278,4,2,11,22,261
B01253O39I,464,300,1358229092000,1553103278923,38409455,33786073,2,5,13,33,247
B012541KR0,336,300,1282751778000,1605359322153,23364471,51913971,14,18,21,40,207
B01254EZDQ,469,300,1202324291000,1520969627245,62832697,15502884,30,20,13,36,201
B01254OANQ,464,300,1167865632000,1473780968000,371386,10393254,16,19,24,71,170
B012559YU4,322,300,1291461127000,1621545062856,15609042,7940610,5,8,4,31,252
B01255AN4A,480,300,1188900962000,1481699936000,57055779,20325183,8,11,30,62,189
B01255B0V0,409,300,1254716455000,1506632765056,67021212,8082449,34,28,32,56,150
B01255EPRG,412,300,1132335740000,1569759144425,41586002,23459848,20,10,13,31,226
B01255W4EW,340,300,1290235717000,1513089104441,25116199,25116122,20,14,20,43,203
B01255X2CU,563,300,1207702977000,1561412084489,1444799,6600751,17,10,15,29,229
B012561WIA,327,300,1467201755000,1616976401955,31387486,34294283,16,14,19,28,223
B012562VXA,397,300,1297648011000,1547432785566,64474895,37329143,9,14,11,44,222
B0125672K2,349,300,1118719883000,1441687528000,5579269,22659681,5,5,16,49,225
B012579I3A,340,300,1299798925000,1618258991926,18858799,26390006,4,3,2,4,287
B012579UOW,430,300,1277655086000,1596290962418,42483942,43348559,2,8,22,32,236
B0125QZQNW,454,300,1452623359000,1521849544814,54618611,54618821,22,19,17,36,206
B01261VEOG,7531,300,1447730348000,1471483788000,25785709,49761293,7,1,3,31,258
B0126C99PQ,395,300,1443807128000,1471626581000,29820888,19154016,57,31,46,67,99
B0126KVVD6,2016,300,1384373386000,1442266526000,26359361,62320704,19,9,19,35,218
B0127CJHYS,344,300,1330205475000,1629384663305,64943547,30926924,49,22,22,44,163
B0127CKPLC,517,300,969463407000,1463536683000,53421384,32706302,12,7,15,57,209
B0127CP5SA,487,300,1378961658000,1578114848776,1332612,20163893,13,8,26,36,217
B0127CPI28,543,300,1388025971000,1507889541926,53791489,25645072,23,17,23,33,204
B0127CWQJ6,330,300,1346170221000,1615938136156,23497097,12277938,39,15,14,25,207
B0127D0SG8,313,300,1278958309000,1657886507608,21124928,6323355,39,15,20,43,183
B0127D1RXG,334,300,1384894182000,1516474499442,23803992,7296735,4,2,15,41,238
B0127D3P7W,688,300,1283717087000,1453491720000,60899590,59571239,11,5,11,25,248
B0127D3ZMC,317,300,1393996054000,1500377392975,63953924,4459974,8,14,36,45,197
B0127D6B7I,447,300,1298552717000,1534178760385,9053825,44610407,11,9,14,36,230
B0127DBGW8,305,300,1201180937000,1583689968603,52190658,38168219,96,44,38,30,92
B0127DDOLE,1168,300,1358557935000,1437136793000,60725849,26962976,1,6,22,31,240
B0127DEVRA,362,300,1167856703000,1610813694360,39239571,16598602,22,6,17,34,221
B0127DF2IW,326,300,1317506381000,1669857646515,22935379,22924021,64,21,30,31,154
B0127DGIU8,313,300,1356701630000,1521466730262,19594304,25831508,80,29,42,41,108
B0127DH8RA,336,300,1283208810000,1563937092268,58294200,46396549,45,32,54,49,120
B0127DSB2G,423,300,1105549207000,1484508211000,44267883,2706489,21,15,39,61,164
B0127DVLL4,340,300,1038254055000,1581626618793,30117759,64366094,11,5,12,34,238
B0127E00X8,397,300,1362312241000,1531766190756,54920546,33637253,19,14,9,47,211
B0127E239M,535,300,1286550398000,1509503715889,14399443,807286,17,12,34,60,177
B0127E2QMG,306,300,1155903775000,1675747179523,36623221,37352385,24,11,23,32,210
B0127E4JEY,376,300,1303086809000,1530128421466,47493242,47493196,11,8,21,52,208
B0127ED7SI,1004,300,1293182865000,1478193645000,22559076,7436902,15,16,29,44,196
B01289AOJ2,329,300,1249925587000,1611036130779,11008214,318145,15,8,17,35,225
B0128WIQBC,960,300,1446588298000,1468528024000,33205030,53521203,1,2,0,15,282
B0128YT76S,4233,300,1439344786000,1451080509000,38538871,38538544,12,9,18,43,218
B0129CB6FY,584,300,1443671115000,1566649387257,50829472,7215216,0,0,3,9,288
B0129HZM7W,660,300,1444604453000,1578365993555,13064996,57576619,25,16,26,30,203
B012A43XZW,589,300,1443051907000,1480598417000,58020540,30342243,8,12,28,58,194
B012A7EFWY,580,300,1361460031000,1580157966844,15888894,51798671,9,7,16,44,224
B012A7ZO5G,748,300,1279195993000,1507069449656,57161819,55030226,10,13,29,39,209
B012A82VHE,368,300,1205960870000,1574452436120,21799646,40696900,10,5,7,46,232
B012A83F60,1083,300,1179611252000,1477837251000,6561156,54205464,9,3,9,29,250
B012A87PFC,800,300,1192275518000,1484241509000,52819334,1160147,8,14,36,69,173
B012A8MMP0,487,300,1238519868000,1592316940145,4065449,27990938,20,9,27,37,207
B012ADXZF6,563,300,1444311499000,1481480541000,53821295,29346585,38,17,17,37,191
B012B6U1BS,410,300,1441742209000,1517355630019,21236554,24382186,26,25,44,43,162
B012B7ECVM,682,300,1418339254000,1547562520718,28820055,53083052,35,27,42,44,152
B012BADRZG,449,300,1439894739000,1496730134000,336129,61013263,14,7,22,43,214
B012BAWVU8,565,300,1439830139000,1467995811000,46543132,39562461,9,5,11,20,255
B012BBQUGS,628,300,1441982144000,1467432033000,42733519,60319823,3,0,1,20,276
B012BFCV7Q,686,300,1452909287000,1571627986195,46787384,40145154,15,13,24,43,205
B012BL7Z5S,522,300,1438015974000,1514061298716,37692216,32267394,13,3,17,65,202
B012CG8N26,1219,300,1441571400000,1499632593675,12572568,60908783,27,7,10,49,207
B012D33BD4,920,300,1473720062000,1514272773972,50430203,18175869,11,7,17,29,236
B012DVC5RY,419,300,1435145177000,1495916808000,1521165,44008700,21,6,9,40,224
B012E7Q6S6,380,300,1327985221000,1562080682567,36245620,4951746,26,17,18,30,209
B012ENU6FE,387,300,1447124166000,1485566968000,66299890,65028246,2,5,9,19,265
B012F9QGW4,1134,300,1450224737000,1481562078000,32071687,45155064,19,16,28,69,168
B012G3A5F8,429,300,1438529856000,1578262118796,56469238,47710928,67,23,43,46,121
B012IFPAE0,773,300,1565643051914,1596475848765,13968657,39377783,59,21,28,44,148
B012IGN2TE,768,300,1507944878633,1595660549008,52264902,52264795,51,25,34,30,160
B012IUQUSU,476,300,1377897342000,1518977270747,18662959,10073714,23,11,26,58,182
B012IYJBBO,415,300,1443485664000,1503817547471,58092582,54655730,126,30,26,34,84
B012KRGMGQ,454,300,1353020693000,1460810654000,23417008,27137671,14,12,24,75,175
B012LZZ326,431,300,1440293611000,1532541614365,12850324,33797316,32,21,25,56,166
B012MRYY3C,560,300,1250101192000,1461119236000,53429901,53429925,19,14,32,42,193
B012MV2CI2,464,300,1448991617000,1502313642622,36820809,31514888,10,7,5,18,260
B012N70PJI,809,300,1441888517000,1514405357925,20738340,27251761,8,6,11,25,250
B012OV0OAI,424,300,1222695761000,1460611450000,45170462,29854295,7,6,17,46,224
B012OVJOQI,593,300,1439678032000,1477028628000,41890183,19469350,16,19,33,72,160
B012P4XF7S,341,300,1452486198000,1556407304294,64060918,7338212,26,11,41,76,146
B012QH9YVK,1006,300,1440771150000,1461433210000,51960463,51960396,33,26,36,77,128
B012T8SX1I,527,300,1451020899000,1504364658950,44260161,43805665,4,11,12,30,243
B012TFS6KO,1067,300,1326381085000,1444160456000,1842802,27337483,21,17,24,47,191
B012THNV1G,327,300,1443483949000,1591181296353,6890097,1329011,12,9,18,28,233
B012VUNVWU,791,300,1440798339000,1461465394000,7303568,57319816,41,17,30,56,156
B012VWZ88S,358,300,1442074538000,1624507369363,19948620,64443954,12,13,15,38,222
B012XWMRXK,435,300,1331139132000,1549324334008,17140579,13850111,46,23,31,50,150
B012XY60GS,309,300,1441766306000,1582558278715,49741936,51258531,100,20,27,34,119
B012YGC80M,346,300,1442186507000,1596379645867,173703,40934991,18,20,13,39,210
B012YHV6MC,513,300,1440883831000,1575898449829,14073013,14048273,33,27,23,35,182
B012YKZ3TQ,333,300,1449192549000,1619650379128,8124626,8148508,11,9,16,34,230
B0130W08GK,1203,300,1443155154000,1499974874105,13235673,7145863,18,6,28,48,200
B01317A24M,325,300,1446786563000,1588973877421,38927585,64967465,8,8,8,29,247
B0131EKHO0,5550,300,1442944222000,1456126814000,32515601,37225015,16,10,21,33,220
B013378936,366,300,1451107502000,1622321492870,16277194,48540170,19,15,31,36,199
B013399S9I,691,300,1453943005000,1550696964691,3327642,45875706,50,22,20,30,178
B0134PP8OA,312,300,1445555217000,1645269421538,5626528,9532424,50,35,38,34,143
B01370MS18,302,300,1441582167000,1604870746470,60242589,35237859,6,2,23,24,245
B0138CE4VM,348,300,1447438277000,1657904841226,48561834,64977114,53,12,21,18,196
B0138T4TZQ,495,300,1443896693000,1481931583000,6304267,6302705,5,4,4,26,261
B0139MIQE2,419,300,1228098950000,1511929231389,58991100,59065455,22,10,16,38,214
B0139S3L3C,1175,300,1442458368000,1470466938000,54483697,7989861,42,15,28,46,169
B013A81VW4,1094,300,1442936213000,1496167333000,6618075,18346943,28,9,8,48,207
B013BOC6VC,1401,300,1450976631000,1504136564339,1040022,24619469,28,11,20,46,195
B013C8KZVA,325,300,1445553780000,1580254436694,52221015,4963941,11,9,12,33,235
B013C8X4B8,458,300,1441473714000,1463506873000,8799822,59570066,4,3,9,27,257
B013CISOIQ,1669,300,1277244818000,1460328233000,31748326,5563368,46,29,53,67,105
B013CIV5T6,344,300,1406802142000,1617759953629,52967817,42553608,5,1,11,45,238
B013CTW9H2,432,300,1441764830000,1523576276882,26562242,8568505,24,10,22,40,204
B013DT8XP8,338,300,1446608707000,1493655323000,44402785,2749511,2,2,8,34,254
B013ELQOOC,679,300,1153616619000,1432140940000,62120678,40183310,22,15,23,62,178
B013ES4P32,410,300,1446101167000,1579675810524,57368759,57368683,35,16,12,25,212
B013EXUE8M,555,300,1170789082000,1421370372000,51691647,60383707,48,39,42,55,116
B013FQ8RFA,631,300,1445256184000,1553034780435,26218548,3992107,59,29,43,50,119
B013FUVHIU,807,300,1440646936000,1513709224640,2148457,12445510,57,47,22,38,136
B013G4SMWE,531,300,1445610010000,1523595193027,61284599,40280391,16,9,30,57,188
B013GR4N1K,310,300,1451019015000,1597699799143,54936542,63240699,29,11,24,46,190
B013H6Q3KO,325,300,1444451513000,1540945331045,52933697,56504199,118,39,44,38,61
B013H8WA22,304,300,1497639174994,1638494637874,58199742,3360061,29,9,19,36,207
B013HE0P82,1151,300,1445716495000,1481561632000,61187156,7213585,53,26,20,44,157
B013HHJUY4,352,300,1440206053000,1465792184000,55408073,34142847,20,12,22,67,179
B013I40R8E,389,300,1447936265000,1597219769534,47642494,7614560,38,19,13,29,201
B013I73CIS,520,300,1448242733000,1510879736751,6882733,63520196,1,3,10,44,242
B013IH9HAA,685,300,1182178763000,1561463859336,41005118,24024809,4,8,26,41,221
B013IH9LEM,728,300,1423155742000,1562789586773,25837670,8891446,81,27,44,49,99
B013IH9ONK,388,300,1290307292000,1627850738186,22703542,26817340,28,15,21,44,192
B013J7YCCW,610,300,1446151367000,1553225985865,18008404,22073985,10,6,11,38,235
B013JKGOH0,321,300,1453253521000,1665770943458,61244045,17341949,23,4,2,20,251
B013JL2SVU,1228,300,1446622534000,1473777940000,15306271,15303890,13,18,25,57,187
B013JLEDZE,316,300,1448077606000,1615335718114,28561721,17078179,48,27,19,40,166
B013JM253U,1212,300,1448123530000,1577325762081,24909308,10819169,15,20,19,30,216
B013JN58S8,498,300,1444572760000,1488507762000,251206,20875633,14,7,11,36,232
B013KOPSRM,1308,300,1465673080000,1542686080196,14768991,3161467,10,9,21,35,225
B013KX3EQ0,433,300,1448344841000,1559130674614,54469111,46629587,14,7,16,41,222
B013KZE0YI,1335,300,1443397894000,1468267705000,704277,14071563,8,6,5,28,253
B013LCFM0Q,1380,300,1441294635000,1468023201000,8226124,21607428,11,7,21,54,207
B013LNNB4Y,304,300,1441679159000,1670861948242,37464263,67314952,52,34,34,61,119
B013OLI792,453,300,1448053491000,1614023183494,27198277,67109174,52,31,31,31,155
B013P9WN6G,427,300,1443577062000,1556628167920,47693238,14149654,32,12,19,22,215
B013QBQ4VS,540,300,1448906884000,1505904295251,44402595,66733533,6,4,6,22,262
B013QFYFCE,1802,300,1442295727000,1492994080000,58249919,46528101,24,22,34,39,181
B013QHI5XW,429,300,1433566915000,1562510075634,1217057,1209643,36,23,24,40,177
B013QJ1G90,629,300,1152550071000,1268556007000,20945999,15836907,23,9,11,40,217
B013R3Q7B2,9795,300,1443136747000,1470932118000,55012447,36235320,18,12,13,31,226
B013RD4TIA,340,300,1444018175000,1535676007492,3808513,18176423,71,49,52,26,102
B013RLHGBO,566,300,1446231563000,1509904070702,23318751,3409458,10,4,16,34,236
B013RXBDGG,672,300,1441907618000,1498959656522,4068062,20121035,3,4,2,29,262
B013RXJODU,1894,300,1444928525000,1489381983000,46224761,49341037,9,11,17,37,226
B013RXY020,322,300,1443022017000,1656551525133,1118184,58533051,12,13,21,34,220
B013S27CLQ,829,300,1442704452000,1490537780000,51864328,56719910,80,14,24,27,155
B013SGKFRU,496,300,1043967625000,1420232011000,58838778,53213780,44,10,12,50,184
B013T75EHY,302,300,1140267269000,1620069712844,67357693,5686167,28,14,33,41,184
B013TCFO6K,467,300,1443051986000,1462294276000,24142453,62966950,6,10,8,28,248
B013TDD3TO,728,300,1356031565000,1493919523000,61515205,9900394,3,10,12,32,243
B013TI259S,584,300,1224697347000,1435235227000,10740595,19649100,23,21,38,62,156
B013U2IUBK,788,300,1316714838000,1478740049000,18037664,38940546,11,4,16,43,226
B013VMDOI8,635,300,1199366830000,1438886751000,22964211,21387413,8,12,23,82,175
B013VXK6ZQ,307,300,1430787311000,1625709836449,19948542,2068283,20,15,30,36,199
B013WHFL92,349,300,1443384530000,1490379223000,227224,57284507,9,5,9,28,249
B013WJXF84,1720,300,1456976598000,1556630222710,11781443,26629678,16,15,35,48,186
B013WOEC1I,1236,300,1448676777000,1568505738611,50095337,12867702,12,14,23,34,217
B013WU0CZW,2987,300,1450308231000,1483320587000,17948283,5501778,9,3,10,40,238
B013Y1YMFK,436,300,1444075351000,1517842665399,19886393,31592550,5,4,6,35,250
B013YD8M2C,351,300,1311191137000,1483673184000,5555540,6525415,23,13,34,51,179
B013YLODM2,493,300,1268506662000,1453222042000,63135657,33671683,25,15,37,74,149
B013YNZZ9U,523,300,1277156205000,1476962764000,13535427,25996331,43,15,25,31,186
B013YO6SH2,472,300,1384195406000,1487449403000,61462135,43423661,33,21,23,35,188
B013ZOQ3RG,371,300,1179988536000,1420833140000,51205187,45611849,21,19,13,42,205
B013ZQ6CSO,430,300,1173796439000,1467382202000,12592637,9563707,15,9,15,54,207
B013ZRLBWA,425,300,1228490733000,1469128681000,7085915,5397351,24,27,42,53,154
B01402CNZI,450,300,1184592572000,1511228751007,3770922,49748303,12,23,19,62,184
B0140NHUU0,905,300,1382064989000,1534297997737,910199,45223879,17,16,21,46,200
B01433EGO0,327,300,1357585380000,1522868946406,9270946,52787194,22,12,16,54,196
B01434TXPQ,476,300,1448848641000,1613773568039,48635369,22550483,13,20,22,41,204
B0143M39V2,498,300,1447299720000,1591706380480,14494274,63758847,37,13,22,39,189
B0144JF9XA,320,300,1433023288000,1577805392876,23933834,57898576,67,13,24,40,156
B01458VAY2,339,300,1445468412000,1527123267612,474712,66550898,38,18,9,36,199
B0145GMV7Y,396,300,1453250037000,1573879574736,54756271,38965187,19,12,29,47,193
B0145GNQIW,540,300,1450810358000,1617221410435,26552778,53080791,26,20,26,28,200
B0145I1IZS,7406,300,1348463727000,1392814305000,39107238,52431318,34,16,36,52,162
B0145TNL3Y,411,300,1395150493000,1617557674166,19515856,3862344,39,9,14,35,203
B0146RCAGO,526,300,1192863266000,1450662570000,39733438,35000696,2,2,6,41,249
B0147E5WV6,716,300,1369267902000,1454604993000,62370190,14194833,7,1,9,30,253
B0147JBB2A,384,300,1383766214000,1475608191000,854389,13536746,5,5,9,40,241
B0147LN0LS,582,300,1456029616000,1581691110053,13076085,44762572,26,15,23,41,195
B01485CULE,486,300,1441641254000,1551809500117,37881037,63091774,11,4,13,42,230
B01486GW6C,841,300,1253124552000,1453255238000,64256819,42055503,4,2,5,31,258
B0148PFO12,399,300,1449974468000,1546712207796,66747335,32526364,12,6,11,29,242
B01499IVXK,444,300,1444690886000,1622599987695,10070267,20514314,33,18,31,48,170
B0149H30QU,341,300,1449993951000,1576617888517,20219915,66727742,8,5,16,18,253
B0149LP3QG,402,300,1441892820000,1579736191425,19585784,14551240,8,4,10,35,243
B0149MC034,324,300,1456178140000,1659645940345,11682633,1983932,17,16,20,35,212
B0149VSJ76,652,300,1442098766000,1483463135000,17831619,7990022,10,9,10,30,241
B0149WQHHE,461,300,1443553756000,1486664677000,24481070,51358003,23,26,34,40,177
B014ATE7YQ,306,300,1441675528000,1575471400887,34985570,60752266,74,23,19,35,149
B014B9N67E,349,300,1227364894000,1469971184000,23918963,26783348,27,14,10,38,211
B014BD7WCK,942,300,1312032409000,1447380133000,37664195,57386284,19,6,15,45,215
B014BE9N4Y,1228,300,1410924502000,1456623297000,48797791,4114759,17,12,18,55,198
B014C1FP9S,1053,300,1266175218000,1438212178000,42927851,18545637,13,13,21,53,200
B014CKGA34,1493,300,1142619354000,1330304480000,2448243,8140847,59,29,18,42,152
B014CNKBH2,312,300,1384551253000,1648593268698,36395125,62153276,55,33,31,51,130
B014D7XHDC,315,300,1444361383000,1553759155783,55279076,62039392,9,5,12,47,227
B014D9LBCY,1129,300,1451362292000,1570908429421,12844421,12842568,26,23,21,49,181
B014DAVCP4,5257,300,1448774894000,1468902110000,25451711,1356672,27,2,16,53,202
B014DAVHSQ,3830,300,1447972355000,1472059639000,64548438,24138499,23,13,20,53,191
B014DAVV00,921,300,1444314148000,1491465912000,29840998,31262224,36,10,17,46,191
B014DAW00A,456,300,1447689593000,1516622505711,18797984,21636204,38,9,31,46,176
B014DUTQXE,1540,300,1406998183000,1446685869000,3530130,56728755,9,3,6,37,245
B014E1V6H6,919,300,1140586467000,1434733461000,46773062,61273562,14,6,12,30,238
B014E30YX6,301,300,1443889310000,1690478062692,23309452,66243293,25,16,24,29,206
B014E9VPU6,1585,300,1441549526000,1459278123000,43282000,48844907,9,2,10,60,219
B014EFWSME,304,300,1442981958000,1535147105010,49923123,14673123,13,6,8,32,241
B014EMKW9S,594,300,1447946778000,1497254846568,51929284,26342231,6,4,8,29,253
B014EQBKEK,477,300,1098843644000,1483822675000,27459030,11193111,20,5,8,23,244
B014EVR2TC,523,300,1382674614000,1425835255000,50258985,21639303,31,8,11,40,210
B014EVU0T6,424,300,1271959398000,1423017062000,13090614,5427698,6,5,24,56,209
B014EYNRNY,350,300,1317069878000,1568158905862,61981167,61981176,33,18,23,56,170
B014EZ4M0K,314,300,1446143009000,1558385262080,61259341,61259326,53,17,20,41,169
B014F1RHLE,619,300,1446332683000,1479829057000,11238651,32643754,23,23,29,59,166
B014F5W6LG,333,300,1450809324000,1590763604581,23334402,24242458,0,6,13,30,251
B014GFBZ5S,594,300,1402114154000,1553002745407,39392916,43140057,18,8,30,53,191
B014GIEK1Q,319,300,1452565313000,1584729430345,18420870,27462857,3,4,10,30,253
B014GIEK20,472,300,1453505089000,1548087218881,11702902,52381868,6,6,6,28,254
B014GIEKY8,1456,300,1453361767000,1491441735000,17947597,66996034,6,6,5,26,257
B014GL5G1G,723,300,1346155008000,1513274785658,23873290,15595729,18,19,17,27,219
B014GNGTBK,624,300,1440559355000,1574819884866,345272,40001862,26,10,7,18,239
B014GTAM3U,331,300,1425068485000,1522158052085,35467456,33647254,111,28,20,37,104
B014I5GTAW,668,300,1446582445000,1523329884046,46038632,57747333,76,36,43,46,99
B014IOWX1M,1381,300,1419954531000,1475650501000,23391506,14389980,10,9,26,60,195
B014IVVUKA,627,300,1272646834000,1386094445000,33771244,46018696,12,13,29,59,187
B014IWCQCA,688,300,1288552516000,1467834627000,50155452,1360897,15,9,15,43,218
B014J6QMNO,1281,300,1374185821000,1418931398000,17194708,50079902,0,2,4,31,263
B014J7BBZW,644,300,1134889338000,1413827063000,49343257,48551672,29,15,17,56,183
B014J7F3Y2,3516,300,1387214131000,1410209114000,5391278,18409396,1,4,12,41,242
B014J7UQ9E,352,300,1447640914000,1604692920296,4280850,24238803,45,21,44,30,160
B014JSFOIQ,1096,300,1447617866000,1506528193302,39117151,12972,10,5,4,22,259
B014JSHH54,471,300,1465361706000,1529368547270,6390918,14607894,8,5,9,21,257
B014JUTDWM,856,300,1188560119000,1440763041000,22542006,22540951,7,4,15,41,233
B014JVOWB8,336,300,1441697028000,1604179163674,59717719,65379753,9,5,11,33,242
B014JVRRXI,396,300,1445128678000,1466649248000,57056699,57056790,9,15,25,45,206
B014K1XICQ,340,300,1443192594000,1562790782119,43447752,10898770,61,30,36,65,108
B014KB7TL2,509,300,1312032222000,1577639738676,36470425,61834923,30,11,11,38,210
B014KMWVSW,324,300,1356386567000,1638057013047,40153808,33708586,51,19,36,42,152
B014KO2C6G,855,300,1226729081000,1447600312000,18493089,6257609,44,38,55,58,105
B014KQ9YH4,532,300,1334324793000,1583366840116,2792164,29695147,45,28,35,32,160
B014KSWL18,555,300,1444395090000,1513540909921,55285707,43275529,14,10,20,35,221
B014LBJVXK,635,300,1456676459000,1499807363514,65944999,5648898,15,12,17,38,218
B014LNLWY4,598,300,1301175787000,1445386258000,25916313,7621709,12,3,18,45,222
B014LOTWW2,393,300,1443159749000,1621872356615,52665939,65690385,7,7,12,15,259
B014LR04GC,354,300,1443989623000,1648237296837,61894265,45600038,19,9,20,30,222
B014LZFDEM,923,300,1302743392000,1465264326000,59543208,2051443,28,15,29,35,193
B014M9BWGA,404,300,1467152472000,1623151153037,5837861,16831272,62,10,16,22,190
B014MAWCUO,300,300,1444191717000,1559357775733,44840698,31843963,10,12,12,51,215
B014MC34TA,659,300,1450056839000,1474642628000,35417780,23553086,16,11,6,26,241
B014MG7IF2,387,300,1450895074000,1514295182001,1977838,38900229,25,17,19,29,210
B014MUYZZY,774,300,1189694903000,1435408290000,1859238,29238447,14,6,23,80,177
B014N7UXY8,435,300,1451658939000,1475512195000,14380706,53538378,7,8,13,24,248
B014NTP9ZE,513,300,1371006316000,1443068421000,249222,59458691,25,24,33,68,150
B014O6IMCI,614,300,1446323598000,1472156823000,31398657,38930364,15,18,15,31,221
B014O9EXUU,1103,300,1198216329000,1422335679000,46895944,10089464,5,3,10,54,228
B014OR4JXI,391,300,1271422439000,1473089640000,5595949,26777229,22,19,40,64,155
B014OZU7PY,531,300,1380038968000,1528766802270,53258293,50429652,27,20,27,52,174
B014P3B61Y,369,300,1446930314000,1521870399992,48320298,28538022,28,21,22,40,189
B014PX7FIM,1276,300,1418706348000,1486984753000,51056363,58039785,16,14,21,39,210
B014PYNIG4,1468,300,1445034165000,1461514162000,61561392,33725344,21,11,36,72,160
B014PZ42RW,655,300,1448039912000,1573920767796,65247114,39089623,64,14,15,30,177
B014PZRIV4,370,300,1448140533000,1605670595172,4833979,57298397,28,17,7,36,212
B014Q2R6GS,3697,300,1445376237000,1478488572000,240257,12745067,24,16,22,47,191
B014QMQ1N2,2256,300,1463699699000,1515604646184,38741794,29413043,23,10,17,38,212
B014R3KUM8,1179,300,1444168886000,1495715913000,20329773,35096440,25,2,13,22,238
B014RAQ2VO,344,300,1454783330000,1672420234862,36287472,59247510,24,15,20,41,200
B014RMEEQ2,666,300,1445611334000,1519437047762,7950565,52892373,4,8,9,37,242
B014RMENJU,348,300,1449090377000,1557717618112,1131019,4408826,11,12,10,45,222
B014SJ8GBS,383,300,1363095864000,1483381409000,43201553,51005328,40,25,37,47,151
B014T2VD9G,395,300,1448076386000,1579972289002,32608838,2040431,15,7,12,23,243
B014THFEKK,1502,300,1443942242000,1497472797102,14149763,37843795,33,26,23,55,163
B014TLXYIU,327,300,1168356612000,1475179864000,54586888,9929503,11,14,24,60,191
B014TMG24W,306,300,1188980850000,1572979377527,6563848,9669147,111,23,23,32,111
B014TO2FUA,751,300,1297614135000,1481772967000,23409833,56139673,4,14,26,55,201
B014USLA3S,482,300,1461609983000,1581200019953,14454626,60474162,40,14,27,54,165
B014WU7UYW,497,300,1450984975000,1564364448551,17127242,42464512,8,3,8,27,254
B014XQWOFK,316,300,1443739085000,1557226960449,23466329,61994822,45,21,41,35,158
B014XXP12G,303,300,1443559414000,1588272835050,6385750,21864625,32,12,38,40,178
B014YND5MI,358,300,1444274187000,1543356736189,52062451,63298841,41,25,21,27,186
B014YZ592A,319,300,1444252979000,1623453848213,29207258,15548208,51,28,28,34,159
B014Z0HGOI,318,300,1452444472000,1517263863701,55572064,29763506,4,5,6,37,248
B01504VURW,943,300,1446233688000,1503784295313,42387243,18090983,20,16,21,46,197
B01508UXTO,572,300,1456954016000,1532142117505,60018703,60018665,25,14,14,45,202
B0151TUCHU,463,300,1371833128000,1479667886000,19877230,17901085,17,13,20,51,199
B01523TGB8,693,300,1444419823000,1506473774330,6463502,13081160,13,11,8,34,234
B01525BR9U,3081,300,1376833963000,1407107658000,49739853,51702984,6,26,33,69,166
B0155324VO,581,300,1460303533000,1579471136306,63976144,6079264,38,13,27,51,171
B0155G6JYO,1197,300,1447360936000,1483222016000,58086335,1426349,2,0,2,8,288
B01569FXVK,1691,300,1445246681000,1505424921221,13192003,13754110,6,7,16,37,234
B0156LTOPE,500,300,1447279454000,1500614111610,24128693,62678121,17,6,11,36,230
B0156YLHII,376,300,1450132191000,1565489031601,47279415,8788563,22,16,28,37,197
B0158P72L6,823,300,1448848809000,1475682481000,694432,13266619,31,10,16,56,187
B0159252QU,2459,300,1110997737000,1368129786000,3061940,48045557,22,7,20,48,203
B01599068M,453,300,1442266931000,1484918361000,52269915,24457339,12,13,17,43,215
B0159JONG8,580,300,1447301698000,1563733513485,59165868,64172016,20,19,42,40,179
B0159UA3K2,443,300,1452987143000,1601410483690,59506194,4122373,25,11,11,44,209
B015AV2R90,324,300,1454911288000,1577377893247,7838712,7838302,9,9,13,52,217
B015BWEZFW,1000,300,1449865209000,1484233475000,26044013,41015755,2,2,2,21,273
B015C3ZCFC,477,300,1460592993000,1565045336419,21377050,13656154,42,21,19,32,186
B015D011EA,2062,300,1346991352000,1426557178000,6374296,60810740,27,30,23,46,174
B015DSOWH0,844,300,1445525040000,1467400141000,15680776,8047936,29,14,22,48,187
B015DSROF2,431,300,1444866883000,1477098200000,488052,30707838,39,14,24,39,184
B015E5U3B6,935,300,1446432907000,1541681748856,769416,61875775,33,19,16,42,190
B015EKXAMA,1545,300,1426379657000,1484919324000,32372149,13889337,3,4,16,22,255
B015EPIHKK,377,300,1444685911000,1576112129865,7136886,52233653,31,17,27,49,176
B015F11N54,1080,300,1414900971000,1460247887000,61375175,48975613,5,3,1,17,274
B015F7TR0Q,790,300,1355540837000,1444228953000,33564241,2736818,31,22,32,57,158
B015FG7QAU,330,300,1357756329000,1581626767434,12613584,41399815,25,22,14,39,200
B015FWSJ3W,787,300,1447862127000,1479409974000,63901392,15453011,12,7,16,37,228
B015G63DYM,380,300,1473951134000,1575986607029,41068485,31870824,8,16,28,31,217
B015GX0GZO,4600,300,1451393842000,1474136556000,29614769,35928247,8,4,7,32,249
B015IT4LUW,327,300,1450839076000,1594984895782,47124070,60731782,6,2,7,27,258
