asin,reference_n,reference_mean,reference_count_1,reference_prob_1,reference_count_2,reference_prob_2,reference_count_3,reference_prob_3,reference_count_4,reference_prob_4,reference_count_5,reference_prob_5,loo_domain_n,loo_domain_mean,loo_domain_count_1,loo_domain_prob_1,loo_domain_count_2,loo_domain_prob_2,loo_domain_count_3,loo_domain_prob_3,loo_domain_count_4,loo_domain_prob_4,loo_domain_count_5,loo_domain_prob_5
B01AHNBG0M,120,4.25,4,0.03333333333333333,4,0.03333333333333333,12,0.1,38,0.31666666666666665,62,0.5166666666666667,3749520,4.319276334037424,278013,0.07414629072521282,157981,0.04213365977511788,236998,0.06320755723399261,492396,0.13132240926838634,2584132,0.6891900829972903
B01AHR7GHA,120,4.475,5,0.041666666666666664,2,0.016666666666666666,14,0.11666666666666667,9,0.075,90,0.75,3749520,4.319269133115705,278012,0.07414602402440845,157983,0.04213419317672662,236996,0.06320702383238389,492425,0.13133014359171308,2584104,0.689182615374768
B01AHRR7ME,120,4.491666666666666,7,0.058333333333333334,1,0.008333333333333333,8,0.06666666666666667,14,0.11666666666666667,90,0.75,3749520,4.319268599714097,278010,0.07414549062279972,157984,0.04213445987753099,237002,0.0632086240372101,492420,0.13132881008769123,2584104,0.689182615374768
B01AIINFDC,120,4.283333333333333,9,0.075,5,0.041666666666666664,10,0.08333333333333333,15,0.125,81,0.675,3749520,4.319275267234206,278008,0.07414495722119098,157980,0.04213339307431351,237000,0.06320809063560136,492419,0.13132854338688685,2584113,0.6891850156820073
B01AJ5UVOA,120,4.616666666666666,1,0.008333333333333333,1,0.008333333333333333,12,0.1,15,0.125,91,0.7583333333333333,3749520,4.3192645992020315,278016,0.07414709082762594,157984,0.04213445987753099,236998,0.06320755723399261,492419,0.13132854338688685,2584103,0.6891823486739636
B01AK11RJ6,120,4.75,1,0.008333333333333333,1,0.008333333333333333,4,0.03333333333333333,15,0.125,99,0.825,3749520,4.319260331989161,278016,0.07414709082762594,157984,0.04213445987753099,237006,0.06320969084042757,492419,0.13132854338688685,2584095,0.6891802150675287
B01AK9ZUGO,120,4.508333333333334,5,0.041666666666666664,2,0.016666666666666666,8,0.06666666666666667,17,0.14166666666666666,88,0.7333333333333333,3749520,4.319268066312488,278012,0.07414602402440845,157983,0.04213419317672662,237002,0.0632086240372101,492417,0.1313280099852781,2584106,0.6891831487763768
B01AKE078A,120,4.691666666666666,1,0.008333333333333333,4,0.03333333333333333,5,0.041666666666666664,11,0.09166666666666666,99,0.825,3749520,4.3192621988947915,278016,0.07414709082762594,157981,0.04213365977511788,237005,0.0632094241396232,492423,0.13132961019010433,2584095,0.6891802150675287
B01AL7JGWY,120,3.875,17,0.14166666666666666,14,0.11666666666666667,7,0.058333333333333334,11,0.09166666666666666,71,0.5916666666666667,3749520,4.31928833557362,278000,0.07414282361475602,157971,0.04213099276707419,237003,0.06320889073801447,492423,0.13132961019010433,2584123,0.689187682690051
B01ALD4D76,120,4.45,7,0.058333333333333334,0,0.0,6,0.05,26,0.21666666666666667,81,0.675,3749520,4.319269933218119,278010,0.07414549062279972,157985,0.04213472657833536,237004,0.06320915743881883,492408,0.1313256096780388,2584113,0.6891850156820073
B01ALFRWUE,120,4.216666666666667,10,0.08333333333333333,5,0.041666666666666664,11,0.09166666666666666,17,0.14166666666666666,77,0.6416666666666667,3749520,4.319277400840641,278007,0.07414469052038661,157980,0.04213339307431351,236999,0.06320782393479699,492417,0.1313280099852781,2584117,0.6891860824852247
B01ALGZGTW,120,4.666666666666667,3,0.025,0,0.0,8,0.06666666666666667,12,0.1,97,0.8083333333333333,3749520,4.319262998997205,278014,0.0741465574260172,157985,0.04213472657833536,237002,0.0632086240372101,492422,0.13132934348929998,2584097,0.6891807484691373
B01ALHAN80,120,4.4,8,0.06666666666666667,5,0.041666666666666664,6,0.05,13,0.10833333333333334,88,0.7333333333333333,3749520,4.319271533422945,278009,0.07414522392199535,157980,0.04213339307431351,237004,0.06320915743881883,492421,0.1313290767884956,2584106,0.6891831487763768
B01ALT7JQW,120,4.8,0,0.0,3,0.025,0,0.0,15,0.125,102,0.85,3749520,4.319258731784335,278017,0.07414735752843031,157982,0.04213392647592225,237010,0.06321075764364505,492419,0.13132854338688685,2584092,0.6891794149651156
B01AMOYBA8,120,4.233333333333333,8,0.06666666666666667,6,0.05,11,0.09166666666666666,20,0.16666666666666666,75,0.625,3749520,4.319276867439032,278009,0.07414522392199535,157979,0.04213312637350914,236999,0.06320782393479699,492414,0.131327209882865,2584119,0.6891866158868335
B01AMQYKOI,120,4.125,14,0.11666666666666667,6,0.05,10,0.08333333333333333,11,0.09166666666666666,79,0.6583333333333333,3749520,4.319280334549489,278003,0.07414362371716914,157979,0.04213312637350914,237000,0.06320809063560136,492423,0.13132961019010433,2584115,0.6891855490836161
B01AMURZ5K,120,4.391666666666667,5,0.041666666666666664,7,0.058333333333333334,11,0.09166666666666666,10,0.08333333333333333,87,0.725,3749520,4.319271800123749,278012,0.07414602402440845,157978,0.042132859672704775,236999,0.06320782393479699,492424,0.1313298768909087,2584107,0.6891834154771811
B01ANGNXUO,120,4.5,4,0.03333333333333333,4,0.03333333333333333,7,0.058333333333333334,18,0.15,87,0.725,3749520,4.319268333013293,278013,0.07414629072521282,157981,0.04213365977511788,237003,0.06320889073801447,492416,0.13132774328447375,2584107,0.6891834154771811
B01AO7G8EK,120,4.216666666666667,14,0.11666666666666667,4,0.03333333333333333,7,0.058333333333333334,12,0.1,83,0.6916666666666667,3749520,4.319277400840641,278003,0.07414362371716914,157981,0.04213365977511788,237003,0.06320889073801447,492422,0.13132934348929998,2584111,0.6891844822803985
B01AOFZMYE,120,4.35,2,0.016666666666666666,5,0.041666666666666664,15,0.125,25,0.20833333333333334,73,0.6083333333333333,3749520,4.319273133627771,278015,0.07414682412682157,157980,0.04213339307431351,236995,0.06320675713157951,492409,0.13132587637884316,2584121,0.6891871492884423
B01AP43IK4,120,4.791666666666667,2,0.016666666666666666,3,0.025,0,0.0,8,0.06666666666666667,107,0.8916666666666667,3749520,4.3192589984851395,278015,0.07414682412682157,157982,0.04213392647592225,237010,0.06321075764364505,492426,0.13133041029251744,2584087,0.6891780814610937
B01APP1W2O,120,4.333333333333333,5,0.041666666666666664,8,0.06666666666666667,10,0.08333333333333333,16,0.13333333333333333,81,0.675,3749520,4.31927366702938,278012,0.07414602402440845,157977,0.042132592971900404,237000,0.06320809063560136,492418,0.1313282766860825,2584113,0.6891850156820073
B01APP21E2,120,4.258333333333334,10,0.08333333333333333,3,0.025,10,0.08333333333333333,20,0.16666666666666666,77,0.6416666666666667,3749520,4.319276067336619,278007,0.07414469052038661,157982,0.04213392647592225,237000,0.06320809063560136,492414,0.131327209882865,2584117,0.6891860824852247
B01APP21VU,120,3.875,20,0.16666666666666666,8,0.06666666666666667,12,0.1,7,0.058333333333333334,73,0.6083333333333333,3749520,4.31928833557362,277997,0.07414202351234292,157977,0.042132592971900404,236998,0.06320755723399261,492427,0.13133067699332182,2584121,0.6891871492884423
B01AQBAU48,120,4.816666666666666,2,0.016666666666666666,0,0.0,3,0.025,8,0.06666666666666667,107,0.8916666666666667,3749520,4.319258198382727,278015,0.07414682412682157,157985,0.04213472657833536,237007,0.06320995754123195,492426,0.13133041029251744,2584087,0.6891780814610937
B01AQH636Q,120,4.5,8,0.06666666666666667,3,0.025,2,0.016666666666666666,15,0.125,92,0.7666666666666667,3749520,4.319268333013293,278009,0.07414522392199535,157982,0.04213392647592225,237008,0.06321022424203632,492419,0.13132854338688685,2584102,0.6891820819731592
B01AR9QBKG,120,4.7,3,0.025,3,0.025,2,0.016666666666666666,11,0.09166666666666666,101,0.8416666666666667,3749520,4.319261932193988,278014,0.0741465574260172,157982,0.04213392647592225,237008,0.06321022424203632,492423,0.13132961019010433,2584093,0.6891796816659199
B01ARCV1I0,120,4.625,4,0.03333333333333333,3,0.025,5,0.041666666666666664,10,0.08333333333333333,98,0.8166666666666667,3749520,4.319264332501227,278013,0.07414629072521282,157982,0.04213392647592225,237005,0.0632094241396232,492424,0.1313298768909087,2584096,0.689180481768333
B01ARJ7SBM,120,4.583333333333333,2,0.016666666666666666,2,0.016666666666666666,6,0.05,24,0.2,86,0.7166666666666667,3749520,4.319265666005249,278015,0.07414682412682157,157983,0.04213419317672662,237004,0.06320915743881883,492410,0.13132614307964752,2584108,0.6891836821779854
B01AS22674,120,4.008333333333334,13,0.10833333333333334,8,0.06666666666666667,10,0.08333333333333333,23,0.19166666666666668,66,0.55,3749520,4.3192840683607505,278004,0.07414389041797351,157977,0.042132592971900404,237000,0.06320809063560136,492411,0.1313264097804519,2584128,0.6891890161940728
B01ASBMVS4,120,4.225,10,0.08333333333333333,11,0.09166666666666666,4,0.03333333333333333,12,0.1,83,0.6916666666666667,3749520,4.319277134139837,278007,0.07414469052038661,157974,0.042131792869487296,237006,0.06320969084042757,492422,0.13132934348929998,2584111,0.6891844822803985
B01ASEF5RK,120,4.641666666666667,5,0.041666666666666664,1,0.008333333333333333,6,0.05,8,0.06666666666666667,100,0.8333333333333334,3749520,4.319263799099618,278012,0.07414602402440845,157984,0.04213445987753099,237004,0.06320915743881883,492426,0.13133041029251744,2584094,0.6891799483667242
B01ASUF3XK,120,4.4,5,0.041666666666666664,3,0.025,8,0.06666666666666667,27,0.225,77,0.6416666666666667,3749520,4.319271533422945,278012,0.07414602402440845,157982,0.04213392647592225,237002,0.0632086240372101,492407,0.13132534297723442,2584117,0.6891860824852247
B01ASZ32S8,120,4.325,8,0.06666666666666667,7,0.058333333333333334,7,0.058333333333333334,14,0.11666666666666667,84,0.7,3749520,4.319273933730184,278009,0.07414522392199535,157978,0.042132859672704775,237003,0.06320889073801447,492420,0.13132881008769123,2584110,0.6891842155795942
B01ASZ347C,120,4.375,5,0.041666666666666664,7,0.058333333333333334,11,0.09166666666666666,12,0.1,85,0.7083333333333334,3749520,4.319272333525358,278012,0.07414602402440845,157978,0.042132859672704775,236999,0.06320782393479699,492422,0.13132934348929998,2584109,0.6891839488787899
B01AT75AX0,120,3.8833333333333333,16,0.13333333333333333,10,0.08333333333333333,10,0.08333333333333333,20,0.16666666666666666,64,0.5333333333333333,3749520,4.319288068872816,278001,0.07414309031556039,157975,0.04213205957029166,237000,0.06320809063560136,492414,0.131327209882865,2584130,0.6891895495956816
B01ATMCFNS,120,3.0833333333333335,24,0.2,22,0.18333333333333332,25,0.20833333333333334,18,0.15,31,0.25833333333333336,3749520,4.319313672150035,277993,0.07414095670912543,157963,0.04212885916063923,236985,0.06320409012353581,492416,0.13132774328447375,2584163,0.6891983507222258
B01ATMIVZE,120,4.633333333333334,0,0.0,4,0.03333333333333333,6,0.05,20,0.16666666666666666,90,0.75,3749520,4.319264065800422,278017,0.07414735752843031,157981,0.04213365977511788,237004,0.06320915743881883,492414,0.131327209882865,2584104,0.689182615374768
B01ATQJ3N4,120,4.316666666666666,5,0.041666666666666664,11,0.09166666666666666,8,0.06666666666666667,13,0.10833333333333334,83,0.6916666666666667,3749520,4.319274200430988,278012,0.07414602402440845,157974,0.042131792869487296,237002,0.0632086240372101,492421,0.1313290767884956,2584111,0.6891844822803985
B01AUIKDD0,120,4.15,13,0.10833333333333334,6,0.05,6,0.05,20,0.16666666666666666,75,0.625,3749520,4.319279534447076,278004,0.07414389041797351,157979,0.04213312637350914,237004,0.06320915743881883,492414,0.131327209882865,2584119,0.6891866158868335
B01AUL4NYW,120,4.141666666666667,12,0.1,6,0.05,7,0.058333333333333334,23,0.19166666666666668,72,0.6,3749520,4.31927980114788,278005,0.07414415711877786,157979,0.04213312637350914,237003,0.06320889073801447,492411,0.1313264097804519,2584122,0.6891874159892466
B01AUP2C6Y,120,4.25,7,0.058333333333333334,3,0.025,12,0.1,29,0.24166666666666667,69,0.575,3749520,4.319276334037424,278010,0.07414549062279972,157982,0.04213392647592225,236998,0.06320755723399261,492405,0.13132480957562567,2584125,0.6891882160916597
B01AVG5B0G,120,4.566666666666666,3,0.025,3,0.025,8,0.06666666666666667,15,0.125,91,0.7583333333333333,3749520,4.319266199406857,278014,0.0741465574260172,157982,0.04213392647592225,237002,0.0632086240372101,492419,0.13132854338688685,2584103,0.6891823486739636
B01AVJY15Y,120,4.125,16,0.13333333333333333,5,0.041666666666666664,9,0.075,8,0.06666666666666667,82,0.6833333333333333,3749520,4.319280334549489,278001,0.07414309031556039,157980,0.04213339307431351,237001,0.06320835733640573,492426,0.13133041029251744,2584112,0.689184748981203
B01AVSJL7S,120,4.016666666666667,14,0.11666666666666667,9,0.075,7,0.058333333333333334,21,0.175,69,0.575,3749520,4.319283801659946,278003,0.07414362371716914,157976,0.04213232627109603,237003,0.06320889073801447,492413,0.13132694318206065,2584125,0.6891882160916597
B01AVTQ1D4,120,4.85,0,0.0,1,0.008333333333333333,1,0.008333333333333333,13,0.10833333333333334,105,0.875,3749520,4.3192571315795085,278017,0.07414735752843031,157984,0.04213445987753099,237009,0.06321049094284069,492421,0.1313290767884956,2584089,0.6891786148627024
B01AVXFD9S,120,4.383333333333334,9,0.075,4,0.03333333333333333,6,0.05,14,0.11666666666666667,87,0.725,3749520,4.319272066824554,278008,0.07414495722119098,157981,0.04213365977511788,237004,0.06320915743881883,492420,0.13132881008769123,2584107,0.6891834154771811
B01AVYPD1A,120,3.7666666666666666,16,0.13333333333333333,11,0.09166666666666666,11,0.09166666666666666,29,0.24166666666666667,53,0.44166666666666665,3749520,4.319291802684077,278001,0.07414309031556039,157974,0.042131792869487296,236999,0.06320782393479699,492405,0.13132480957562567,2584141,0.6891924833045296
B01AW22TOA,120,4.308333333333334,6,0.05,4,0.03333333333333333,12,0.1,23,0.19166666666666668,75,0.625,3749520,4.319274467131793,278011,0.0741457573236041,157981,0.04213365977511788,236998,0.06320755723399261,492411,0.1313264097804519,2584119,0.6891866158868335
B01AW3ZWI4,120,3.5083333333333333,21,0.175,10,0.08333333333333333,24,0.2,17,0.14166666666666666,48,0.4,3749520,4.319300070409012,277996,0.07414175681153855,157975,0.04213205957029166,236986,0.06320435682434018,492417,0.1313280099852781,2584146,0.6891938168085515
B01AW4D4BU,120,3.825,13,0.10833333333333334,6,0.05,22,0.18333333333333332,27,0.225,52,0.43333333333333335,3749520,4.319289935778446,278004,0.07414389041797351,157979,0.04213312637350914,236988,0.06320489022594893,492407,0.13132534297723442,2584142,0.689192750005334
B01AW9XDVG,120,3.283333333333333,27,0.225,12,0.1,23,0.19166666666666668,16,0.13333333333333333,42,0.35,3749520,4.319307271330731,277990,0.07414015660671233,157973,0.042131526168682924,236987,0.06320462352514455,492418,0.1313282766860825,2584152,0.6891954170133777
B01AWDZC1Q,120,4.108333333333333,15,0.125,6,0.05,5,0.041666666666666664,19,0.15833333333333333,75,0.625,3749520,4.319280867951098,278002,0.07414335701636476,157979,0.04213312637350914,237005,0.0632094241396232,492415,0.1313274765836694,2584119,0.6891866158868335
B01AWXFKDQ,120,4.275,4,0.03333333333333333,6,0.05,12,0.1,29,0.24166666666666667,69,0.575,3749520,4.31927553393501,278013,0.07414629072521282,157979,0.04213312637350914,236998,0.06320755723399261,492405,0.13132480957562567,2584125,0.6891882160916597
B01AX16TM8,120,4.633333333333334,5,0.041666666666666664,3,0.025,1,0.008333333333333333,13,0.10833333333333334,98,0.8166666666666667,3749520,4.319264065800422,278012,0.07414602402440845,157982,0.04213392647592225,237009,0.06321049094284069,492421,0.1313290767884956,2584096,0.689180481768333
B01AX9SGZS,120,4.458333333333333,10,0.08333333333333333,3,0.025,3,0.025,10,0.08333333333333333,94,0.7833333333333333,3749520,4.3192696665173145,278007,0.07414469052038661,157982,0.04213392647592225,237007,0.06320995754123195,492424,0.1313298768909087,2584100,0.6891815485715505
B01AXO8888,120,4.35,11,0.09166666666666666,3,0.025,4,0.03333333333333333,17,0.14166666666666666,85,0.7083333333333334,3749520,4.319273133627771,278006,0.07414442381958224,157982,0.04213392647592225,237006,0.06320969084042757,492417,0.1313280099852781,2584109,0.6891839488787899
B01AYB2G1A,120,4.766666666666667,0,0.0,0,0.0,4,0.03333333333333333,20,0.16666666666666666,96,0.8,3749520,4.319259798587552,278017,0.07414735752843031,157985,0.04213472657833536,237006,0.06320969084042757,492414,0.131327209882865,2584098,0.6891810151699418
B01AYRVYKI,120,4.416666666666667,6,0.05,7,0.058333333333333334,6,0.05,13,0.10833333333333334,88,0.7333333333333333,3749520,4.319271000021336,278011,0.0741457573236041,157978,0.042132859672704775,237004,0.06320915743881883,492421,0.1313290767884956,2584106,0.6891831487763768
B01AZ1MR7M,120,4.033333333333333,14,0.11666666666666667,7,0.058333333333333334,10,0.08333333333333333,19,0.15833333333333333,70,0.5833333333333334,3749520,4.319283268258337,278003,0.07414362371716914,157978,0.042132859672704775,237000,0.06320809063560136,492415,0.1313274765836694,2584124,0.6891879493908554
B01AZ8NE9U,120,4.808333333333334,0,0.0,1,0.008333333333333333,2,0.016666666666666666,16,0.13333333333333333,101,0.8416666666666667,3749520,4.31925846508353,278017,0.07414735752843031,157984,0.04213445987753099,237008,0.06321022424203632,492418,0.1313282766860825,2584093,0.6891796816659199
B01AZIKXCG,120,4.616666666666666,4,0.03333333333333333,0,0.0,8,0.06666666666666667,14,0.11666666666666667,94,0.7833333333333333,3749520,4.3192645992020315,278013,0.07414629072521282,157985,0.04213472657833536,237002,0.0632086240372101,492420,0.13132881008769123,2584100,0.6891815485715505
B01B16MVJO,120,4.9,1,0.008333333333333333,0,0.0,1,0.008333333333333333,6,0.05,112,0.9333333333333333,3749520,4.319255531374683,278016,0.07414709082762594,157985,0.04213472657833536,237009,0.06321049094284069,492428,0.13133094369412618,2584082,0.6891767479570718
B01B17WWYW,120,4.325,8,0.06666666666666667,5,0.041666666666666664,4,0.03333333333333333,26,0.21666666666666667,77,0.6416666666666667,3749520,4.319273933730184,278009,0.07414522392199535,157980,0.04213339307431351,237006,0.06320969084042757,492408,0.1313256096780388,2584117,0.6891860824852247
B01B250KXS,120,4.616666666666666,0,0.0,4,0.03333333333333333,7,0.058333333333333334,20,0.16666666666666666,89,0.7416666666666667,3749520,4.3192645992020315,278017,0.07414735752843031,157981,0.04213365977511788,237003,0.06320889073801447,492414,0.131327209882865,2584105,0.6891828820755723
B01B2DOBPI,120,4.308333333333334,7,0.058333333333333334,4,0.03333333333333333,9,0.075,25,0.20833333333333334,75,0.625,3749520,4.319274467131793,278010,0.07414549062279972,157981,0.04213365977511788,237001,0.06320835733640573,492409,0.13132587637884316,2584119,0.6891866158868335
B01B2MLMNS,120,4.366666666666666,9,0.075,3,0.025,3,0.025,25,0.20833333333333334,80,0.6666666666666666,3749520,4.319272600226162,278008,0.07414495722119098,157982,0.04213392647592225,237007,0.06320995754123195,492409,0.13132587637884316,2584114,0.6891852823828116
B01B2MLMVA,120,3.7333333333333334,22,0.18333333333333332,5,0.041666666666666664,16,0.13333333333333333,17,0.14166666666666666,60,0.5,3749520,4.3192928694872945,277995,0.07414149011073418,157980,0.04213339307431351,236994,0.06320649043077514,492417,0.1313280099852781,2584134,0.6891906163988991
B01B2SYEKA,120,4.358333333333333,6,0.05,9,0.075,10,0.08333333333333333,6,0.05,89,0.7416666666666667,3749520,4.319272866926966,278011,0.0741457573236041,157976,0.04213232627109603,237000,0.06320809063560136,492428,0.13133094369412618,2584105,0.6891828820755723
B01B3GARVG,120,4.566666666666666,2,0.016666666666666666,5,0.041666666666666664,8,0.06666666666666667,13,0.10833333333333334,92,0.7666666666666667,3749520,4.319266199406857,278015,0.07414682412682157,157980,0.04213339307431351,237002,0.0632086240372101,492421,0.1313290767884956,2584102,0.6891820819731592
B01B40RCQY,120,4.633333333333334,2,0.016666666666666666,0,0.0,7,0.058333333333333334,22,0.18333333333333332,89,0.7416666666666667,3749520,4.319264065800422,278015,0.07414682412682157,157985,0.04213472657833536,237003,0.06320889073801447,492412,0.13132667648125626,2584105,0.6891828820755723
B01B4D3OTU,120,3.975,8,0.06666666666666667,12,0.1,19,0.15833333333333333,17,0.14166666666666666,64,0.5333333333333333,3749520,4.319285135163968,278009,0.07414522392199535,157973,0.042131526168682924,236991,0.06320569032836203,492417,0.1313280099852781,2584130,0.6891895495956816
B01B4JF1C2,120,4.808333333333334,0,0.0,1,0.008333333333333333,6,0.05,8,0.06666666666666667,105,0.875,3749520,4.31925846508353,278017,0.07414735752843031,157984,0.04213445987753099,237004,0.06320915743881883,492426,0.13133041029251744,2584089,0.6891786148627024
B01B4KX6JQ,120,4.066666666666666,16,0.13333333333333333,4,0.03333333333333333,10,0.08333333333333333,16,0.13333333333333333,74,0.6166666666666667,3749520,4.3192822014551195,278001,0.07414309031556039,157981,0.04213365977511788,237000,0.06320809063560136,492418,0.1313282766860825,2584120,0.6891868825876379
B01B4WPRW8,120,4.608333333333333,0,0.0,2,0.016666666666666666,11,0.09166666666666666,19,0.15833333333333333,88,0.7333333333333333,3749520,4.319264865902835,278017,0.07414735752843031,157983,0.04213419317672662,236999,0.06320782393479699,492415,0.1313274765836694,2584106,0.6891831487763768
B01B4XUPTC,120,3.5,27,0.225,11,0.09166666666666666,9,0.075,21,0.175,52,0.43333333333333335,3749520,4.319300337109817,277990,0.07414015660671233,157974,0.042131792869487296,237001,0.06320835733640573,492413,0.13132694318206065,2584142,0.689192750005334
B01B4XUPYC,120,3.7,15,0.125,10,0.08333333333333333,21,0.175,24,0.2,50,0.4166666666666667,3749520,4.319293936290512,278002,0.07414335701636476,157975,0.04213205957029166,236989,0.0632051569267533,492410,0.13132614307964752,2584144,0.6891932834069427
B01B4XUQI2,120,3.75,19,0.15833333333333333,7,0.058333333333333334,13,0.10833333333333334,27,0.225,54,0.45,3749520,4.319292336085685,277998,0.07414229021314728,157978,0.042132859672704775,236997,0.06320729053318824,492407,0.13132534297723442,2584140,0.6891922166037253
B01B4XUUDI,120,3.8916666666666666,17,0.14166666666666666,9,0.075,10,0.08333333333333333,18,0.15,66,0.55,3749520,4.319287802172012,278000,0.07414282361475602,157976,0.04213232627109603,237000,0.06320809063560136,492416,0.13132774328447375,2584128,0.6891890161940728
B01B591Z8K,120,4.6,5,0.041666666666666664,4,0.03333333333333333,2,0.016666666666666666,12,0.1,97,0.8083333333333333,3749520,4.31926513260364,278012,0.07414602402440845,157981,0.04213365977511788,237008,0.06321022424203632,492422,0.13132934348929998,2584097,0.6891807484691373
B01B5DA8QG,120,4.441666666666666,5,0.041666666666666664,3,0.025,7,0.058333333333333334,24,0.2,81,0.675,3749520,4.319270199918923,278012,0.07414602402440845,157982,0.04213392647592225,237003,0.06320889073801447,492410,0.13132614307964752,2584113,0.6891850156820073
B01B5UM7PO,120,4.083333333333333,7,0.058333333333333334,6,0.05,9,0.075,46,0.38333333333333336,52,0.43333333333333335,3749520,4.31928166805351,278010,0.07414549062279972,157979,0.04213312637350914,237001,0.06320835733640573,492388,0.1313202756619514,2584142,0.689192750005334
B01B6KQ44S,120,3.7083333333333335,22,0.18333333333333332,12,0.1,12,0.1,7,0.058333333333333334,67,0.5583333333333333,3749520,4.319293669589707,277995,0.07414149011073418,157973,0.042131526168682924,236998,0.06320755723399261,492427,0.13133067699332182,2584127,0.6891887494932685
B01B6P4H0G,120,4.7,3,0.025,1,0.008333333333333333,7,0.058333333333333334,7,0.058333333333333334,102,0.85,3749520,4.319261932193988,278014,0.0741465574260172,157984,0.04213445987753099,237003,0.06320889073801447,492427,0.13133067699332182,2584092,0.6891794149651156
B01B6Q34LS,120,4.375,7,0.058333333333333334,7,0.058333333333333334,9,0.075,8,0.06666666666666667,89,0.7416666666666667,3749520,4.319272333525358,278010,0.07414549062279972,157978,0.042132859672704775,237001,0.06320835733640573,492426,0.13133041029251744,2584105,0.6891828820755723
B01B7CZ3R4,120,4.7,1,0.008333333333333333,2,0.016666666666666666,3,0.025,20,0.16666666666666666,94,0.7833333333333333,3749520,4.319261932193988,278016,0.07414709082762594,157983,0.04213419317672662,237007,0.06320995754123195,492414,0.131327209882865,2584100,0.6891815485715505
B01B7D45LI,120,4.083333333333333,16,0.13333333333333333,4,0.03333333333333333,8,0.06666666666666667,18,0.15,74,0.6166666666666667,3749520,4.31928166805351,278001,0.07414309031556039,157981,0.04213365977511788,237002,0.0632086240372101,492416,0.13132774328447375,2584120,0.6891868825876379
B01B8AQEXM,120,4.716666666666667,2,0.016666666666666666,1,0.008333333333333333,3,0.025,17,0.14166666666666666,97,0.8083333333333333,3749520,4.319261398792379,278015,0.07414682412682157,157984,0.04213445987753099,237007,0.06320995754123195,492417,0.1313280099852781,2584097,0.6891807484691373
B01BAHO6S8,120,3.2583333333333333,31,0.25833333333333336,10,0.08333333333333333,15,0.125,25,0.20833333333333334,39,0.325,3749520,4.319308071433143,277986,0.07413908980349485,157975,0.04213205957029166,236995,0.06320675713157951,492409,0.13132587637884316,2584155,0.6891962171157908
B01BBK96WA,120,4.733333333333333,3,0.025,1,0.008333333333333333,1,0.008333333333333333,15,0.125,100,0.8333333333333334,3749520,4.31926086539077,278014,0.0741465574260172,157984,0.04213445987753099,237009,0.06321049094284069,492419,0.13132854338688685,2584094,0.6891799483667242
B01BC22S8G,120,3.908333333333333,16,0.13333333333333333,10,0.08333333333333333,12,0.1,13,0.10833333333333334,69,0.575,3749520,4.3192872687704025,278001,0.07414309031556039,157975,0.04213205957029166,236998,0.06320755723399261,492421,0.1313290767884956,2584125,0.6891882160916597
B01BCTDO9G,120,4.65,3,0.025,2,0.016666666666666666,6,0.05,12,0.1,97,0.8083333333333333,3749520,4.319263532398813,278014,0.0741465574260172,157983,0.04213419317672662,237004,0.06320915743881883,492422,0.13132934348929998,2584097,0.6891807484691373
B01BD165TY,120,4.366666666666666,7,0.058333333333333334,6,0.05,9,0.075,12,0.1,86,0.7166666666666667,3749520,4.319272600226162,278010,0.07414549062279972,157979,0.04213312637350914,237001,0.06320835733640573,492422,0.13132934348929998,2584108,0.6891836821779854
B01BD2986A,120,4.541666666666667,7,0.058333333333333334,2,0.016666666666666666,4,0.03333333333333333,13,0.10833333333333334,94,0.7833333333333333,3749520,4.319266999509271,278010,0.07414549062279972,157983,0.04213419317672662,237006,0.06320969084042757,492421,0.1313290767884956,2584100,0.6891815485715505
B01BD4NA8A,120,4.341666666666667,8,0.06666666666666667,5,0.041666666666666664,8,0.06666666666666667,16,0.13333333333333333,83,0.6916666666666667,3749520,4.3192734003285755,278009,0.07414522392199535,157980,0.04213339307431351,237002,0.0632086240372101,492418,0.1313282766860825,2584111,0.6891844822803985
B01BE77QL8,120,4.508333333333334,7,0.058333333333333334,3,0.025,4,0.03333333333333333,14,0.11666666666666667,92,0.7666666666666667,3749520,4.319268066312488,278010,0.07414549062279972,157982,0.04213392647592225,237006,0.06320969084042757,492420,0.13132881008769123,2584102,0.6891820819731592
B01BF4R7IM,120,4.475,4,0.03333333333333333,5,0.041666666666666664,7,0.058333333333333334,18,0.15,86,0.7166666666666667,3749520,4.319269133115705,278013,0.07414629072521282,157980,0.04213339307431351,237003,0.06320889073801447,492416,0.13132774328447375,2584108,0.6891836821779854
B01BFI7GLQ,120,3.966666666666667,18,0.15,8,0.06666666666666667,8,0.06666666666666667,12,0.1,74,0.6166666666666667,3749520,4.319285401864772,277999,0.07414255691395165,157977,0.042132592971900404,237002,0.0632086240372101,492422,0.13132934348929998,2584120,0.6891868825876379
B01BGAHLO0,120,3.4916666666666667,22,0.18333333333333332,13,0.10833333333333334,14,0.11666666666666667,26,0.21666666666666667,45,0.375,3749520,4.319300603810621,277995,0.07414149011073418,157972,0.04213125946787855,236996,0.06320702383238389,492408,0.1313256096780388,2584149,0.6891946169109646
B01BGEQYUI,120,2.65,45,0.375,18,0.15,16,0.13333333333333333,16,0.13333333333333333,25,0.20833333333333334,3749520,4.319327540591862,277972,0.07413535599223367,157967,0.04212992596385671,236994,0.06320649043077514,492418,0.1313282766860825,2584169,0.689199950927052
